text,fallacy,subcategory,id,F1_negative_consequence,F2_unspecified_threat,F3_catastrophic_vocabulary,F4_scope_generalisation,F5_intensity_exaggeration,F6_epistemic_reinforcement,F7_immediacy,F8_necessity,F9_metaphor_or_imagery,F10_addressee_impact,F11_urgency,P1_popularity_as_support,P2_popularity_as_evidence,P3_vague_group_reference,P4_popularity_markers,P5_lack_of_independent_reasons,P6_conformity_pressure,P7_identity_or_belonging,P8_group_ambiguity_or_irrelevance
they are important and dangerous now because they are mounting a major effort within their own country,Appeal to Emotion,Appeal to fear,101,0.7,0.8,0.2,0.7,0.5,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8
they are important and dangerous now because they are mounting a major effort within their own country,Appeal to Emotion,Appeal to fear,102,0.7,0.8,0.2,0.8,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.7
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",Appeal to Emotion,Appeal to fear,103,0.95,0.15,0.7,0.9,0.6,0.2,0.1,0.0,0.3,0.75,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",Appeal to Emotion,Appeal to fear,104,1.0,0.2,0.8,0.9,0.7,0.4,0.2,0.0,0.3,0.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",Appeal to Emotion,Appeal to fear,105,1.0,0.2,0.8,0.9,0.8,0.3,0.2,0.0,0.3,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",Appeal to Emotion,Appeal to fear,106,0.95,0.2,0.85,0.9,0.7,0.4,0.3,0.0,0.2,0.8,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.2
"Russia is still very unstable; they could go back to square one, and worse.",Appeal to Emotion,Appeal to fear,107,0.9,0.8,0.2,0.7,0.3,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The 9/11 Commission put out a report that said America is safer but not yet safe.,Appeal to Emotion,Appeal to fear,108,0.3,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The great threat to our country is that these haters end up with weapons of mass destruction.,Appeal to Emotion,Appeal to fear,109,1.0,0.4,0.9,0.8,0.8,0.0,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.6
We believe that that's too much additional money to take out of the pockets of the people.,Appeal to Emotion,Appeal to fear,110,0.7,0.6,0.0,0.8,0.3,0.4,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5
"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",Appeal to Emotion,Appeal to fear,111,0.9,0.2,0.3,0.8,0.2,0.3,0.8,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
We are old. We’re tired. We’re exhausted in terms of nuclear.,Appeal to Emotion,Appeal to fear,112,0.3,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
We are old. We’re tired. We’re exhausted in terms of nuclear.,Appeal to Emotion,Appeal to fear,113,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
We are old. We’re tired. We’re exhausted in terms of nuclear.,Appeal to Emotion,Appeal to fear,114,0.4,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
Osama bin Laden uses the invasion of Iraq in order to go out to people and say that America has declared war on Islam.,Appeal to Emotion,Appeal to fear,115,0.4,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"Now, Prime Minister Allawi came here, and he said the terrorists are pouring over the border. That's Allawi's assessment.",Appeal to Emotion,Appeal to fear,116,0.4,0.5,0.1,0.7,0.3,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Now, Prime Minister Allawi came here, and he said the terrorists are pouring over the border. That's Allawi's assessment.",Appeal to Emotion,Appeal to fear,117,0.6,0.4,0.1,0.7,0.3,0.2,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The national intelligence assessment that was given to the president in July said, best-case scenario, more of the same of what we see today; worst-case scenario, civil war.",Appeal to Emotion,Appeal to fear,118,1.0,0.0,0.9,0.8,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We need to battle them overseas so we don't have to battle them here at home.,Appeal to Emotion,Appeal to fear,119,0.9,0.7,0.3,0.8,0.2,0.0,0.1,0.8,0.0,0.8,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
We need to battle them overseas so we don't have to battle them here at home.,Appeal to Emotion,Appeal to fear,120,0.9,0.8,0.2,0.8,0.3,0.0,0.1,0.9,0.0,0.9,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1
He is responsible for most of the major car bombings that have killed or maimed thousands of people.,Appeal to Emotion,Appeal to fear,121,1.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He's the one you will see on the evening news beheading hostages.,Appeal to Emotion,Appeal to fear,122,1.0,0.0,0.9,0.0,0.3,0.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The biggest threat we faced today is the possibility of terrorists smuggling a nuclear weapon or a biological agent into one of our own cities and threatening the lives of hundreds of thousands of Americans.,Appeal to Emotion,Appeal to fear,123,1.0,0.0,0.9,0.8,0.7,0.3,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is the man who masterminded the greatest mass murder and terrorist attack in American history.,Appeal to Emotion,Appeal to fear,124,0.95,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years.",Appeal to Emotion,Appeal to fear,125,0.9,0.3,0.8,0.8,0.5,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They're more dangerous today than they were four years ago.,Appeal to Emotion,Appeal to fear,126,0.6,0.7,0.0,0.8,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.6
"This vice president has been an advocate for over a decade for lifting sanctions against Iran, the largest state sponsor of terrorism on the planet.",Appeal to Emotion,Appeal to fear,127,0.3,0.2,0.4,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That's dangerous and it's provocative.,Appeal to Emotion,Appeal to fear,128,0.7,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's the end of a reign of terror.,Appeal to Emotion,Appeal to fear,129,0.8,0.4,0.9,0.0,0.8,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's the end of a reign of terror.,Appeal to Emotion,Appeal to fear,130,0.2,0.0,0.8,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"That is a legitimate concern, this is a very important area.",Appeal to Emotion,Appeal to fear,131,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And that will always be the case as long as the Communists are on the international scene, in the aggressive tac- uh - tendencies that they presently are following.",Appeal to Emotion,Appeal to fear,132,0.6,0.8,0.1,0.9,0.3,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"we’ll have another 200,000 Americans dead by the time",Appeal to Emotion,Appeal to fear,133,1.0,0.6,0.4,0.8,0.3,0.2,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That’s why so many people in my state were dying and getting cancer,Appeal to Emotion,Appeal to fear,134,1.0,0.1,0.2,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.2
He will kill it.,Appeal to Emotion,Appeal to fear,135,0.8,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID?,Appeal to Emotion,Appeal to fear,136,0.95,0.0,0.0,0.0,0.1,0.0,0.85,0.0,0.7,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",Appeal to Emotion,Appeal to fear,137,0.9,0.1,0.1,0.4,0.2,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
"A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker",Appeal to Emotion,Appeal to fear,138,1.0,0.2,0.4,0.0,0.3,0.7,0.6,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He will destroy this country,Appeal to Emotion,Appeal to fear,139,0.95,0.75,0.95,0.8,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
There’s fraud. They found ’em in creeks.,Appeal to Emotion,Appeal to fear,140,0.6,0.7,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
This is going to be a fraud like you’ve never seen.,Appeal to Emotion,Appeal to fear,141,0.9,0.8,0.4,0.0,0.9,0.6,0.7,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It’s a rigged election.,Appeal to Emotion,Appeal to fear,142,0.3,0.4,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is not going to end well,Appeal to Emotion,Appeal to fear,143,0.9,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is not going to end well,Appeal to Emotion,Appeal to fear,144,0.9,0.95,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
they’re coming for you.,Appeal to Emotion,Appeal to fear,145,0.9,1.0,0.0,0.8,0.1,0.0,0.9,0.0,0.2,1.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9
they’re coming for you,Appeal to Emotion,Appeal to fear,146,0.8,1.0,0.0,0.7,0.2,0.0,0.8,0.0,0.1,1.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9
they’re coming for you,Appeal to Emotion,Appeal to fear,147,0.8,1.0,0.0,0.7,0.1,0.0,0.8,0.0,0.2,1.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.8
made America less safe,Appeal to Emotion,Appeal to fear,148,0.9,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We’re dying with it,Slippery Slope,Appeal to fear,149,0.9,0.8,0.9,0.4,0.7,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country.",Appeal to Authority,Popular Opinion,150,0.2,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.2,0.2,0.0,0.2,0.3
"I think the American people want it now. Every place I go I talk about it, and I think they want it done.",Appeal to Authority,Popular Opinion,151,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.4,0.7,0.8,0.1,0.0,0.3
"I think the American people want it now. Every place I go I talk about it, and I think they want it done.",Appeal to Authority,Popular Opinion,152,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.8,0.7,0.6,0.7,0.8,0.1,0.0,0.3
"All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.",Appeal to Authority,Popular Opinion,153,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.",Appeal to Authority,Popular Opinion,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.",Appeal to Authority,Popular Opinion,155,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I ask everybody to look at my economic ideas and 9 Nobel prize winners and over 500 economists and hundreds of business people, including a lot of Republicans said, this is the way you've got to go.",Appeal to Authority,Popular Opinion,156,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.1,1.0,0.9,0.4,0.8,0.9,0.2,0.1,0.2
And people that believe in the Second Amendment and believe in it very strongly were very upset with what she had to say .,Appeal to Authority,Popular Opinion,157,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.1,0.7
And people that believe in the Second Amendment and believe in it very strongly were very upset with what she had to say .,Appeal to Authority,Popular Opinion,158,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.5
And people that believe in the Second Amendment and believe in it very strongly were very upset with what she had to say .,Appeal to Authority,Popular Opinion,159,0.2,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.4,0.1,0.0,0.2,0.7
"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",Appeal to Authority,Popular Opinion,160,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.7,0.9,0.1,0.0,0.1
"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",Appeal to Authority,Popular Opinion,161,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.8,0.8,0.0,0.0,0.2
The American people want arms control.,Appeal to Authority,Popular Opinion,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.4,0.8,0.1,0.2,0.5
"The American people see this debt, and they know it's got to come down.",Appeal to Authority,Popular Opinion,163,0.2,0.0,0.0,0.1,0.0,0.6,0.0,0.8,0.0,0.0,0.1,0.8,0.7,0.5,0.6,0.8,0.1,0.1,0.4
"The American people see this debt, and they know it's got to come down.",Appeal to Authority,Popular Opinion,164,0.3,0.1,0.0,0.2,0.0,0.4,0.0,0.8,0.0,0.0,0.1,0.8,0.7,0.6,0.5,0.8,0.1,0.2,0.3
"I think people understand what she's saying.  But they see a compassionate, strong, great first lady in Laura Bush.",Appeal to Authority,Popular Opinion,165,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.8,0.6,0.7,0.1,0.0,0.7
"I think people understand what she's saying.  But they see a compassionate, strong, great first lady in Laura Bush.",Appeal to Authority,Popular Opinion,166,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.8,0.6,0.7,0.0,0.0,0.7
I don't favor abortion. I don't think it's a good thing. I don't think most people do.,Appeal to Authority,Popular Opinion,167,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.7,0.8,0.6,0.1,0.0,0.7
I don't favor abortion. I don't think it's a good thing. I don't think most people do.,Appeal to Authority,Popular Opinion,168,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.8,0.6,0.0,0.0,0.7
I don't favor abortion. I don't think it's a good thing. I don't think most people do.,Appeal to Authority,Popular Opinion,169,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.6,0.7,0.5,0.0,0.0,0.6
I don't favor abortion. I don't think it's a good thing. I don't think most people do.,Appeal to Authority,Popular Opinion,170,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.6,0.7,0.5,0.0,0.0,0.5
"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",Appeal to Authority,Popular Opinion,171,0.7,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",Appeal to Authority,Popular Opinion,172,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",Appeal to Authority,Popular Opinion,173,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you want somebody who is willing to fight for you, I am asking for your support and your vote and, yes, your confidence and your willingness to believe that we can do the right thing in America, and be the better for it.",Appeal to Authority,Popular Opinion,174,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ask the people in the armed forces today.,Appeal to Authority,Popular Opinion,175,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.2
It's not what the American people thought they were getting when they voted.,Appeal to Authority,Popular Opinion,176,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.2,0.3,0.0,0.0,0.3
"But for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want.",Appeal to Authority,Popular Opinion,177,0.7,0.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.6,0.4,0.5,0.1,0.0,0.3
"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",Appeal to Authority,Popular Opinion,178,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.8,0.2,0.0,0.0,0.2,0.5
"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",Appeal to Authority,Popular Opinion,179,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.5
What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,Appeal to Authority,Popular Opinion,180,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.7,0.7,0.5,0.0,0.0,0.6
"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.",Appeal to Authority,Popular Opinion,181,0.7,0.3,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.2,0.9,0.8,0.1,0.0,0.2
And you folks out there are going to have to choose who you think is right.,Appeal to Authority,Popular Opinion,182,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1
"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",Appeal to Authority,Popular Opinion,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",Appeal to Authority,Popular Opinion,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
it was because the people were against them.,Appeal to Authority,Popular Opinion,185,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.9,0.2,0.3,0.0,0.0,0.9
"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",Appeal to Authority,Popular Opinion,186,0.1,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.1,0.7,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2
"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",Appeal to Authority,Popular Opinion,187,0.1,0.0,0.0,0.0,0.0,0.1,0.7,0.7,0.1,0.8,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2
"We ask the people that are viewing tonight, are you better off than you were four years ago.",Appeal to Authority,Popular Opinion,188,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.2
"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",Appeal to Authority,Popular Opinion,189,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,0.8,0.9,0.1,0.0,0.2
"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",Appeal to Authority,Popular Opinion,190,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.9,0.2,0.8,0.85,0.1,0.0,0.2
"I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review.",Appeal to Authority,Popular Opinion,191,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I cast my lot with the people even when it means that you have to stand up to some powerful interests who are trying to turn the -- the policies and the laws to their advantage.,Appeal to Authority,Popular Opinion,192,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.2,0.5
"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get.",Appeal to Authority,Popular Opinion,193,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",Appeal to Authority,Popular Opinion,194,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.2
"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",Appeal to Authority,Popular Opinion,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.3,0.8,0.5,0.0,0.2,0.2
"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",Appeal to Authority,Popular Opinion,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,0.6,0.3,0.0,0.0,0.2
"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",Appeal to Authority,Popular Opinion,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,0.7,0.6,0.0,0.1,0.2
"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",Appeal to Authority,Popular Opinion,198,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",Appeal to Authority,Popular Opinion,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",Appeal to Authority,Popular Opinion,200,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",Appeal to Authority,Popular Opinion,201,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",Appeal to Authority,Popular Opinion,202,0.4,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.6,0.2,0.3,0.7,0.1,0.5,0.1
